mrna_crosswalk,py_index
ENSG00000133983,1579
ENSG00000213463,1580
ENSG00000119661,1581
ENSG00000156050,1582
ENSG00000119636,1583
ENSG00000119638,1584
ENSG00000133935,1585
ENSG00000119699,1586
ENSG00000151445,1587
ENSG00000100629,1588
ENSG00000205579,1589
ENSG00000140022,1590
ENSG00000165533,1591
ENSG00000100764,1592
ENSG00000165934,1593
ENSG00000089737,1594
ENSG00000165948,1595
ENSG00000176438,1596
ENSG00000100749,1597
ENSG00000127152,1598
ENSG00000196405,1599
ENSG00000168350,1600
ENSG00000203485,1601
ENSG00000179627,1602
ENSG00000140104,1603
ENSG00000170779,1604
ENSG00000184916,1605
ENSG00000213145,1606
ENSG00000128739,1607
ENSG00000198690,1608
ENSG00000166912,1609
ENSG00000166922,1610
ENSG00000248905,1611
ENSG00000169857,1612
ENSG00000215252,1613
ENSG00000134146,1614
ENSG00000150667,1615
ENSG00000128928,1616
ENSG00000137824,1617
ENSG00000166140,1618
ENSG00000166145,1619
ENSG00000104142,1620
ENSG00000137802,1621
ENSG00000166887,1622
ENSG00000137842,1623
ENSG00000168806,1624
ENSG00000168803,1625
ENSG00000140265,1626
ENSG00000168781,1627
ENSG00000237289,1628
ENSG00000167004,1629
ENSG00000140264,1630
ENSG00000242028,1631
ENSG00000166734,1632
ENSG00000179523,1633
ENSG00000104133,1634
ENSG00000140263,1635
ENSG00000171766,1636
ENSG00000104154,1637
ENSG00000255302,1638
ENSG00000140284,1639
ENSG00000138600,1640
ENSG00000128833,1641
ENSG00000128989,1642
ENSG00000047346,1643
ENSG00000151575,1644
ENSG00000137871,1645
ENSG00000157456,1646
ENSG00000128915,1647
ENSG00000069667,1648
ENSG00000129003,1649
ENSG00000140416,1650
ENSG00000185088,1651
ENSG00000138613,1652
ENSG00000074410,1653
ENSG00000140455,1654
ENSG00000103657,1655
ENSG00000138615,1656
ENSG00000074696,1657
ENSG00000074621,1658
ENSG00000174485,1659
ENSG00000103769,1660
ENSG00000166938,1661
ENSG00000166949,1662
ENSG00000103591,1663
ENSG00000138604,1664
ENSG00000137807,1665
ENSG00000140332,1666
ENSG00000187720,1667
ENSG00000140463,1668
ENSG00000173546,1669
ENSG00000140391,1670
ENSG00000140395,1671
ENSG00000166426,1672
ENSG00000169684,1673
ENSG00000140379,1674
ENSG00000086666,1675
ENSG00000103876,1676
ENSG00000172379,1677
ENSG00000136379,1678
ENSG00000183496,1679
ENSG00000064726,1680
ENSG00000136404,1681
ENSG00000166503,1682
ENSG00000177082,1683
ENSG00000197696,1684
ENSG00000140511,1685
ENSG00000140545,1686
ENSG00000140526,1687
ENSG00000166821,1688
ENSG00000166825,1689
ENSG00000185033,1690
ENSG00000185043,1691
ENSG00000183208,1692
ENSG00000185442,1693
ENSG00000182175,1694
ENSG00000140563,1695
ENSG00000140443,1696
ENSG00000182253,1697
ENSG00000140479,1698
ENSG00000185596,1699
ENSG00000076344,1700
ENSG00000197562,1701
ENSG00000172366,1702
ENSG00000161996,1703
ENSG00000140983,1704
ENSG00000103266,1705
ENSG00000161999,1706
ENSG00000103260,1707
ENSG00000162004,1708
ENSG00000103253,1709
ENSG00000103245,1710
ENSG00000102854,1711
ENSG00000103227,1712
ENSG00000172236,1713
ENSG00000090581,1714
ENSG00000059145,1715
ENSG00000103249,1716
ENSG00000100726,1717
ENSG00000187535,1718
ENSG00000206053,1719
ENSG00000103024,1720
ENSG00000074071,1721
ENSG00000197774,1722
ENSG00000162032,1723
ENSG00000095906,1724
ENSG00000063854,1725
ENSG00000180185,1726
ENSG00000140990,1727
ENSG00000127554,1728
ENSG00000167964,1729
ENSG00000167965,1730
ENSG00000184207,1731
ENSG00000167969,1732
ENSG00000167972,1733
ENSG00000162066,1734
ENSG00000205918,1735
ENSG00000167978,1736
ENSG00000162078,1737
ENSG00000162076,1738
ENSG00000059122,1739
ENSG00000008517,1740
ENSG00000122386,1741
ENSG00000006194,1742
ENSG00000162086,1743
ENSG00000140987,1744
ENSG00000103343,1745
ENSG00000122390,1746
ENSG00000162104,1747
ENSG00000168140,1748
ENSG00000168101,1749
ENSG00000118898,1750
ENSG00000033011,1751
ENSG00000183044,1752
ENSG00000175595,1753
ENSG00000186260,1754
ENSG00000156968,1755
ENSG00000167186,1756
ENSG00000103528,1757
ENSG00000102897,1758
ENSG00000168434,1759
ENSG00000166851,1760
ENSG00000166501,1761
ENSG00000205629,1762
ENSG00000169189,1763
ENSG00000103522,1764
ENSG00000047578,1765
ENSG00000188603,1766
ENSG00000196502,1767
ENSG00000149932,1768
ENSG00000090238,1769
ENSG00000102882,1770
ENSG00000169217,1771
ENSG00000180035,1772
ENSG00000179918,1773
ENSG00000169955,1774
ENSG00000197162,1775
ENSG00000156853,1776
ENSG00000156860,1777
ENSG00000102870,1778
ENSG00000175938,1779
ENSG00000099377,1780
ENSG00000103490,1781
ENSG00000140688,1782
ENSG00000197476,1783
ENSG00000155330,1784
ENSG00000166123,1785
ENSG00000121270,1786
ENSG00000102910,1787
ENSG00000103460,1788
ENSG00000159461,1789
ENSG00000102900,1790
ENSG00000140853,1791
ENSG00000006210,1792
ENSG00000135736,1793
ENSG00000103005,1794
ENSG00000181938,1795
ENSG00000103037,1796
ENSG00000089505,1797
ENSG00000172824,1798
ENSG00000062038,1799
ENSG00000198373,1800
ENSG00000157368,1801
ENSG00000132613,1802
ENSG00000172137,1803
ENSG00000140829,1804
ENSG00000168404,1805
ENSG00000186187,1806
ENSG00000184517,1807
ENSG00000153774,1808
ENSG00000205084,1809
ENSG00000166509,1810
ENSG00000103121,1811
ENSG00000166451,1812
ENSG00000140905,1813
ENSG00000197943,1814
ENSG00000135698,1815
ENSG00000140950,1816
ENSG00000103187,1817
ENSG00000103257,1818
ENSG00000158545,1819
ENSG00000167508,1820
ENSG00000167513,1821
ENSG00000170100,1822
ENSG00000158805,1823
ENSG00000140995,1824
ENSG00000177946,1825
ENSG00000183688,1826
ENSG00000167693,1827
ENSG00000167716,1828
ENSG00000185924,1829
ENSG00000167720,1830
ENSG00000141258,1831
ENSG00000197417,1832
ENSG00000074370,1833
ENSG00000167740,1834
ENSG00000180787,1835
ENSG00000029725,1836
ENSG00000129195,1837
ENSG00000072818,1838
ENSG00000182224,1839
ENSG00000178971,1840
ENSG00000166579,1841
ENSG00000214941,1842
ENSG00000141027,1843
ENSG00000108474,1844
ENSG00000141040,1845
ENSG00000170160,1846
ENSG00000188933,1847
ENSG00000108551,1848
ENSG00000175662,1849
ENSG00000171962,1850
ENSG00000141034,1851
ENSG00000131899,1852
ENSG00000177427,1853
ENSG00000176994,1854
ENSG00000171928,1855
ENSG00000083290,1856
ENSG00000108599,1857
ENSG00000109016,1858
ENSG00000168792,1859
ENSG00000181481,1860
ENSG00000131242,1861
ENSG00000172301,1862
ENSG00000126858,1863
ENSG00000108666,1864
ENSG00000181374,1865
ENSG00000166750,1866
ENSG00000172123,1867
ENSG00000154760,1868
ENSG00000141750,1869
ENSG00000131771,1870
ENSG00000131759,1871
ENSG00000141753,1872
ENSG00000167920,1873
ENSG00000108244,1874
ENSG00000171346,1875
ENSG00000186847,1876
ENSG00000186832,1877
ENSG00000128422,1878
ENSG00000178502,1879
ENSG00000177469,1880
ENSG00000033627,1881
ENSG00000108784,1882
ENSG00000068120,1883
ENSG00000141699,1884
ENSG00000108799,1885
ENSG00000131477,1886
ENSG00000131475,1887
ENSG00000126562,1888
ENSG00000108852,1889
ENSG00000141349,1890
ENSG00000168591,1891
ENSG00000167131,1892
ENSG00000181513,1893
ENSG00000186834,1894
ENSG00000168517,1895
ENSG00000186868,1896
ENSG00000073969,1897
ENSG00000141295,1898
ENSG00000108439,1899
ENSG00000167183,1900
ENSG00000198740,1901
ENSG00000015532,1902
ENSG00000108826,1903
ENSG00000136457,1904
ENSG00000136444,1905
ENSG00000049283,1906
ENSG00000006282,1907
ENSG00000141232,1908
ENSG00000141198,1909
ENSG00000166260,1910
ENSG00000166263,1911
ENSG00000108960,1912
ENSG00000153944,1913
ENSG00000180891,1914
ENSG00000011143,1915
ENSG00000068489,1916
ENSG00000175155,1917
ENSG00000141367,1918
ENSG00000068097,1919
ENSG00000170832,1920
ENSG00000170921,1921
ENSG00000007312,1922
ENSG00000108654,1923
ENSG00000154229,1924
ENSG00000075461,1925
ENSG00000186665,1926
ENSG00000141337,1927
ENSG00000108932,1928
ENSG00000154258,1929
ENSG00000154262,1930
ENSG00000154263,1931
ENSG00000154265,1932
ENSG00000133195,1933
ENSG00000166685,1934
ENSG00000133193,1935
ENSG00000109062,1936
ENSG00000161513,1937
ENSG00000167861,1938
ENSG00000170190,1939
ENSG00000125458,1940
ENSG00000125457,1941
ENSG00000177728,1942
ENSG00000073350,1943
ENSG00000188878,1944
ENSG00000176170,1945
ENSG00000070731,1946
ENSG00000234912,1947
ENSG00000108679,1948
ENSG00000171302,1949
ENSG00000173894,1950
ENSG00000141582,1951
ENSG00000167291,1952
ENSG00000181045,1953
ENSG00000226137,1954
ENSG00000169738,1955
ENSG00000169733,1956
ENSG00000169710,1957
ENSG00000176155,1958
ENSG00000169660,1959
ENSG00000176105,1960
ENSG00000080986,1961
ENSG00000101608,1962
ENSG00000154655,1963
ENSG00000154856,1964
ENSG00000141401,1965
ENSG00000176014,1966
ENSG00000168675,1967
ENSG00000180777,1968
ENSG00000141449,1969
ENSG00000158201,1970
ENSG00000168234,1971
ENSG00000134762,1972
ENSG00000134755,1973
ENSG00000134757,1974
ENSG00000166974,1975
ENSG00000186812,1976
ENSG00000172466,1977
ENSG00000186496,1978
ENSG00000141424,1979
ENSG00000134759,1980
ENSG00000078142,1981
ENSG00000152223,1982
ENSG00000134049,1983
ENSG00000177576,1984
ENSG00000101751,1985
ENSG00000041353,1986
ENSG00000081923,1987
ENSG00000049759,1988
ENSG00000074657,1989
ENSG00000141655,1990
ENSG00000171791,1991
ENSG00000206075,1992
ENSG00000166401,1993
ENSG00000150636,1994
ENSG00000166347,1995
ENSG00000099864,1996
ENSG00000099812,1997
ENSG00000197766,1998
ENSG00000064666,1999
ENSG00000064687,2000
ENSG00000167470,2001
ENSG00000160953,2002
ENSG00000130005,2003
ENSG00000115255,2004
ENSG00000127540,2005
ENSG00000227500,2006
ENSG00000065000,2007
ENSG00000141873,2008
ENSG00000186111,2009
ENSG00000105289,2010
ENSG00000183617,2011
ENSG00000167658,2012
ENSG00000178951,2013
ENSG00000167671,2014
ENSG00000171236,2015
ENSG00000167680,2016
ENSG00000142002,2017
ENSG00000141965,2018
ENSG00000127663,2019
ENSG00000187650,2020
ENSG00000125652,2021
ENSG00000130545,2022
ENSG00000205744,2023
ENSG00000125734,2024
ENSG00000130544,2025
ENSG00000104883,2026
ENSG00000090674,2027
ENSG00000076826,2028
ENSG00000076944,2029
ENSG00000090661,2030
ENSG00000167785,2031
ENSG00000188321,2032
ENSG00000105088,2033
ENSG00000129354,2034
ENSG00000129353,2035
ENSG00000105514,2036
ENSG00000105518,2037
ENSG00000183401,2038
ENSG00000105520,2039
ENSG00000197933,2040
ENSG00000197044,2041
ENSG00000196757,2042
ENSG00000197054,2043
ENSG00000223547,2044
ENSG00000196646,2045
ENSG00000197857,2046
ENSG00000196466,2047
ENSG00000180855,2048
ENSG00000242852,2049
ENSG00000132004,2050
ENSG00000179218,2051
ENSG00000008441,2052
ENSG00000132003,2053
ENSG00000104998,2054
ENSG00000141858,2055
ENSG00000123146,2056
ENSG00000167460,2057
ENSG00000127527,2058
ENSG00000105649,2059
ENSG00000130517,2060
ENSG00000130513,2061
ENSG00000051128,2062
ENSG00000105708,2063
ENSG00000184635,2064
ENSG00000256229,2065
ENSG00000237440,2066
ENSG00000188171,2067
ENSG00000118620,2068
ENSG00000196705,2069
ENSG00000196268,2070
ENSG00000197013,2071
ENSG00000197020,2072
ENSG00000198521,2073
ENSG00000197372,2074
ENSG00000196172,2075
ENSG00000213096,2076
ENSG00000166289,2077
ENSG00000131943,2078
ENSG00000105173,2079
ENSG00000153885,2080
ENSG00000180884,2081
ENSG00000089327,2082
ENSG00000105699,2083
ENSG00000161249,2084
ENSG00000167595,2085
ENSG00000075702,2086
ENSG00000142065,2087
ENSG00000198453,2088
ENSG00000181666,2089
ENSG00000105738,2090
ENSG00000167641,2091
ENSG00000090924,2092
ENSG00000090013,2093
ENSG00000105245,2094
ENSG00000167578,2095
ENSG00000256612,2096
ENSG00000011422,2097
ENSG00000104783,2098
ENSG00000186019,2099
ENSG00000187244,2100
ENSG00000130202,2101
ENSG00000104856,2102
ENSG00000182013,2103
ENSG00000160007,2104
ENSG00000105327,2105
ENSG00000105402,2106
ENSG00000130529,2107
ENSG00000104894,2108
ENSG00000074219,2109
ENSG00000104870,2110
ENSG00000142552,2111
ENSG00000126460,2112
ENSG00000104951,2113
ENSG00000213024,2114
ENSG00000169136,2115
ENSG00000167754,2116
ENSG00000167755,2117
ENSG00000169035,2118
ENSG00000129455,2119
ENSG00000161551,2120
ENSG00000176024,2121
ENSG00000256683,2122
ENSG00000197619,2123
ENSG00000256087,2124
ENSG00000196267,2125
ENSG00000167562,2126
ENSG00000167766,2127
ENSG00000213020,2128
ENSG00000198538,2129
ENSG00000204604,2130
ENSG00000182986,2131
ENSG00000213793,2132
ENSG00000170949,2133
ENSG00000197937,2134
ENSG00000213799,2135
ENSG00000167608,2136
ENSG00000167614,2137
ENSG00000167617,2138
ENSG00000131037,2139
ENSG00000213015,2140
ENSG00000173581,2141
ENSG00000198046,2142
ENSG00000178229,2143
ENSG00000152443,2144
ENSG00000178935,2145
ENSG00000204514,2146
ENSG00000198466,2147
ENSG00000173480,2148
ENSG00000166704,2149
ENSG00000181894,2150
ENSG00000083838,2151
ENSG00000130724,2152
ENSG00000196476,2153
ENSG00000101255,2154
ENSG00000125826,2155
ENSG00000215305,2156
ENSG00000132670,2157
ENSG00000125901,2158
ENSG00000198171,2159
ENSG00000171867,2160
ENSG00000089063,2161
ENSG00000132623,2162
ENSG00000132640,2163
ENSG00000089177,2164
ENSG00000132661,2165
ENSG00000173335,2166
ENSG00000101439,2167
ENSG00000130684,2168
ENSG00000088325,2169
ENSG00000125967,2170
ENSG00000101417,2171
ENSG00000101019,2172
ENSG00000101335,2173
ENSG00000149639,2174
ENSG00000101342,2175
ENSG00000080839,2176
ENSG00000197122,2177
ENSG00000149633,2178
ENSG00000170471,2179
ENSG00000101447,2180
ENSG00000132793,2181
ENSG00000185513,2182
ENSG00000149596,2183
ENSG00000197296,2184
ENSG00000124249,2185
ENSG00000101098,2186
ENSG00000124107,2187
ENSG00000124145,2188
ENSG00000204070,2189
ENSG00000124155,2190
ENSG00000101443,2191
ENSG00000197496,2192
ENSG00000124126,2193
ENSG00000124198,2194
ENSG00000172216,2195
ENSG00000124171,2196
ENSG00000026559,2197
ENSG00000171940,2198
ENSG00000064787,2199
ENSG00000101134,2200
ENSG00000215440,2201
ENSG00000132825,2202
ENSG00000092758,2203
ENSG00000125534,2204
ENSG00000203880,2205
ENSG00000235609,2206
ENSG00000180530,2207
ENSG00000154640,2208
ENSG00000154645,2209
ENSG00000142192,2210
ENSG00000159110,2211
ENSG00000243627,2212
ENSG00000159200,2213
ENSG00000159228,2214
ENSG00000159231,2215
ENSG00000157557,2216
ENSG00000183527,2217
ENSG00000235123,2218
ENSG00000160179,2219
ENSG00000160180,2220
ENSG00000160182,2221
ENSG00000160188,2222
ENSG00000160191,2223
ENSG00000160200,2224
ENSG00000184900,2225
ENSG00000160307,2226
ENSG00000237438,2227
ENSG00000243156,2228
ENSG00000161133,2229
ENSG00000133433,2230
ENSG00000099984,2231
ENSG00000100077,2232
ENSG00000099992,2233
ENSG00000099999,2234
ENSG00000138942,2235
ENSG00000182541,2236
ENSG00000100105,2237
ENSG00000241878,2238
ENSG00000133424,2239
ENSG00000100302,2240
ENSG00000221963,2241
ENSG00000100342,2242
ENSG00000128340,2243
ENSG00000100139,2244
ENSG00000100146,2245
ENSG00000100196,2246
ENSG00000100242,2247
ENSG00000244491,2248
ENSG00000128268,2249
ENSG00000167077,2250
ENSG00000100147,2251
ENSG00000229891,2252
ENSG00000100266,2253
ENSG00000100290,2254
ENSG00000186654,2255
ENSG00000241990,2256
ENSG00000075218,2257
ENSG00000075275,2258
ENSG00000073169,2259
ENSG00000128159,2260
ENSG00000205593,2261
ENSG00000100288,2262
ENSG00000100299,2263
ENSG00000079974,2264
ENSG00000183943,2265
ENSG00000101846,2266
ENSG00000006757,2267
ENSG00000073464,2268
ENSG00000101871,2269
ENSG00000005302,2270
ENSG00000123595,2271
ENSG00000046647,2272
ENSG00000181544,2273
ENSG00000126010,2274
ENSG00000131831,2275
ENSG00000102098,2276
ENSG00000008086,2277
ENSG00000044446,2278
ENSG00000177189,2279
ENSG00000123131,2280
ENSG00000123130,2281
ENSG00000005889,2282
ENSG00000147027,2283
ENSG00000130962,2284
ENSG00000189221,2285
ENSG00000069535,2286
ENSG00000124479,2287
ENSG00000017483,2288
ENSG00000102109,2289
ENSG00000102096,2290
ENSG00000102007,2291
ENSG00000171365,2292
ENSG00000179222,2293
ENSG00000187243,2294
ENSG00000154545,2295
ENSG00000102316,2296
ENSG00000204271,2297
ENSG00000165591,2298
ENSG00000198455,2299
ENSG00000186767,2300
ENSG00000184675,2301
ENSG00000126970,2302
ENSG00000089472,2303
ENSG00000169083,2304
ENSG00000089289,2305
ENSG00000147168,2306
ENSG00000204116,2307
ENSG00000078589,2308
ENSG00000131171,2309
ENSG00000072133,2310
ENSG00000155008,2311
ENSG00000102362,2312
ENSG00000102393,2313
ENSG00000166432,2314
ENSG00000125962,2315
ENSG00000133142,2316
ENSG00000196507,2317
ENSG00000172465,2318
ENSG00000123575,2319
ENSG00000133131,2320
ENSG00000147234,2321
ENSG00000077274,2322
ENSG00000101901,2323
ENSG00000126016,2324
ENSG00000102024,2325
ENSG00000131725,2326
ENSG00000131724,2327
ENSG00000198918,2328
ENSG00000101882,2329
ENSG00000171155,2330
ENSG00000182890,2331
ENSG00000122126,2332
ENSG00000171388,2333
ENSG00000102078,2334
ENSG00000123728,2335
ENSG00000156504,2336
ENSG00000186376,2337
ENSG00000198689,2338
ENSG00000102243,2339
ENSG00000241769,2340
ENSG00000147400,2341
ENSG00000196924,2342
ENSG00000185010,2343
